sales_person,country,product,date,amount,boxes_shipped
sp168,Poland,COSRX Advanced Snail 96 Mucin Power Essence 56.7g,2024-10-05,719.15,76
sp183,Poland,Estée Lauder Advanced Night Repair Serum 250ml,2024-07-19,4750.98,97
sp42,India,Pixi Vitamin-C Juice Cleanser 100ml,2021-10-12,15142.34,282
sp164,Mexico,Olay Total Effects 7-in-1 Moisturiser 56.7g,2021-12-03,2757.99,43
sp166,Spain,Tatcha The Rice Polish Foaming Enzyme Powder 15ml,2023-02-16,14458.54,137
sp196,United Kingdom,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 20ml,2020-03-18,1044.93,88
sp193,France,Estée Lauder Revitalizing Supreme+ Moisturizer 340g,2023-06-24,5847.08,51
sp23,Singapore,Paula's Choice CALM Redness Relief Moisturizer SPF 30 40ml,2021-08-07,4765.31,71
sp120,United States,COSRX Ultimate Moisturizing Honey Overnight Mask 125ml,2023-10-13,544.11,85
sp198,Colombia,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 40ml,2020-09-14,10352.2,126
sp12,South Korea,REN Clean Skincare Radiance Perfection Serum 30g,2020-04-04,8665.76,138
sp42,Japan,Paula's Choice CLINICAL 1% Retinol Treatment 30ml,2024-07-07,1706.19,70
sp173,Poland,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 250ml,2021-10-06,18748.61,280
sp28,Netherlands,Murad Oil-Control Mattifier SPF45 30ml,2021-06-10,10060.05,256
sp113,China,La Roche-Posay Anthelios Invisible Fluid SPF50+ 30ml,2021-11-16,1692.16,141
sp131,Argentina,Skinceuticals B5 Gel Hydrating Serum 15ml,2022-06-28,27988.11,302
sp59,Canada,Kiehl's Ultra Facial Cream 340g,2020-07-12,1538.21,51
sp145,Argentina,Neutrogena Hydro Boost Eye Gel-Cream 15ml,2024-12-11,3587.36,46
sp169,China,Neutrogena Hydro Boost Eye Gel-Cream 200ml,2022-07-18,11762.79,149
sp52,Philippines,Pixi Hydrating Milky Serum 50ml,2024-08-03,3629.52,49
sp75,Indonesia,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 125ml,2022-01-13,5874.29,70
sp68,China,Bioderma Atoderm Intensive Baume 30g,2022-01-29,4004.63,75
sp161,United States,Neutrogena Hydro Boost Eye Gel-Cream 100ml,2021-04-13,272.2,34
sp173,South Korea,CeraVe Hydrating Cleanser 75ml,2021-06-18,10904.89,259
sp111,Chile,Pixi Hydrating Milky Serum 20ml,2022-01-01,13310.45,130
sp48,Argentina,Kiehl's Creamy Eye Treatment with Avocado 20ml,2021-09-03,6080.56,62
sp73,India,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 100ml,2022-04-11,22750.66,235
sp133,Germany,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 30g,2023-12-01,1752.16,34
sp61,India,Neutrogena Rapid Wrinkle Repair Retinol Cream 340g,2020-08-28,6209.01,216
sp62,Argentina,REN Clean Skincare Perfect Canvas Clean Primer 150ml,2020-09-01,2139.44,59
sp95,China,Olay Regenerist Collagen Peptide24 Serum 30g,2023-10-26,50720.6,497
sp163,Mexico,COSRX AHA/BHA Clarifying Treatment Toner 75ml,2022-05-29,8350.77,85
sp44,China,Bioderma Sensibio Light Soothing Cream 15ml,2022-11-30,1844.38,21
sp111,Canada,First Aid Beauty Ultra Repair Cream 250ml,2020-01-27,27109.63,279
sp195,United Kingdom,Skinceuticals A.G.E. Eye Complex 30ml,2020-01-01,418.4,36
sp141,Argentina,Murad AHA/BHA Exfoliating Cleanser 30g,2022-01-24,21750.71,248
sp89,Singapore,Clinique All About Eyes Rich 20ml,2020-01-29,912.11,47
sp61,China,Olay Vitamin C + Peptide 24 Face Moisturizer 75ml,2022-05-10,20602.51,258
sp117,Sweden,Olay Regenerist Collagen Peptide24 Serum 60ml,2020-04-22,8522.16,77
sp130,Japan,Bioderma Cicabio Arnica+ Repairing Cream 340g,2022-11-11,892.35,127
sp170,Thailand,Avène Antirougeurs Jour Redness Relief Cream 125ml,2020-09-27,11118.92,148
sp168,Spain,Clinique Turnaround Overnight Revitalizing Moisturizer 250ml,2022-08-14,2794.21,64
sp88,Italy,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 15ml,2020-04-17,11937.62,109
sp75,Canada,The Ordinary Niacinamide 10% + Zinc 1% 30g,2024-03-10,4185.6,41
sp75,Indonesia,The Ordinary Natural Moisturising Factors + HA 340g,2022-07-16,1305.56,38
sp43,South Korea,Murad Rapid Resurgence Eye Lift 40ml,2023-07-27,2051.33,64
sp182,Singapore,Skinceuticals B5 Gel Hydrating Serum 30g,2020-12-10,1242.82,34
sp87,United Kingdom,Estée Lauder Revitalizing Supreme+ Moisturizer 50ml,2024-10-08,13573.6,125
sp173,Spain,Kiehl's Powerful-Strength Line-Reducing Concentrate 60ml,2024-01-02,11312.76,256
sp106,Italy,Olay Luminous Whip Face Moisturiser 340g,2022-10-24,200.21,15
sp109,Singapore,Bioderma Sensibio H2O Micellar Water 20ml,2020-07-20,10306.51,107
sp110,Poland,REN Clean Skincare Radiance Perfection Serum 15ml,2020-08-15,8675.42,83
sp59,Brazil,COSRX Oil-Free Ultra-Moisturizing Lotion 30g,2020-08-07,579.13,108
sp160,Argentina,Olay Regenerist Micro-Sculpting Cream 250ml,2021-04-06,4452.35,80
sp49,France,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 100ml,2022-06-04,4334.98,55
sp130,Spain,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 20ml,2021-05-08,4306.67,121
sp187,India,Avène XeraCalm A.D Lipid-Replenishing Cream 30g,2020-03-09,2217.35,20
sp165,United States,The Ordinary Glycolic Acid 7% Toning Solution 200ml,2022-09-13,10080.32,231
sp71,Philippines,Skinceuticals Triple Lipid Restore 2:4:2 100ml,2024-03-25,4027.62,67
sp85,Colombia,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 30ml,2022-07-29,5864.77,78
sp115,Mexico,Avène XeraCalm A.D Lipid-Replenishing Cream 50ml,2022-10-28,941.71,34
sp133,Japan,Neutrogena Oil-Free Acne Wash 30g,2021-01-15,10089.23,93
sp118,Spain,Paula's Choice DEFENSE Antioxidant Pore Purifier 100ml,2022-01-22,1296.53,14
sp146,Singapore,Tatcha The Dewy Skin Cream 20ml,2023-01-23,1626.6,62
sp36,France,REN Clean Skincare Radiance Perfection Serum 340g,2021-01-05,3663.43,34
sp179,Singapore,Clinique Even Better Clinical Radical Dark Spot Corrector 20ml,2020-01-26,987.12,10
sp193,United Kingdom,Bioderma Atoderm Intensive Baume 56.7g,2024-05-20,33072.51,354
sp166,Poland,Drunk Elephant Protini Polypeptide Cream 75ml,2020-11-15,7031.59,136
sp123,Poland,Olay Regenerist Micro-Sculpting Cream 50ml,2022-02-17,526.49,65
sp112,Chile,Paula's Choice CALM Redness Relief Moisturizer SPF 30 75ml,2022-04-28,3645.32,249
sp155,Italy,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 200ml,2024-10-20,3910.89,110
sp73,Spain,Tatcha The Water Cream 75ml,2022-09-03,8411.88,292
sp42,Sweden,Clinique Repairwear Laser Focus Eye Cream 200ml,2022-12-13,11366.23,245
sp41,Canada,Avène Eau Thermale Spray 60ml,2022-03-02,2741.55,101
sp185,Netherlands,Drunk Elephant B-Hydra Intensive Hydration Serum 60ml,2023-08-13,9599.43,143
sp62,Philippines,Estée Lauder Revitalizing Supreme+ Moisturizer 75ml,2024-02-24,40347.18,483
sp80,Japan,Skinceuticals Phyto Corrective Gel 50ml,2023-09-04,4291.47,84
sp46,South Korea,Skinceuticals Phyto Corrective Gel 20ml,2024-10-04,4508.86,63
sp14,Netherlands,The Ordinary Niacinamide 10% + Zinc 1% 20ml,2020-11-05,7964.22,74
sp167,Japan,Tatcha The Eye Concentrate 20ml,2021-04-30,4670.5,57
sp90,Thailand,Kiehl's Clearly Corrective Dark Spot Solution 200ml,2021-05-30,2634.16,43
sp122,Poland,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 250ml,2020-08-30,2612.37,36
sp2,Japan,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 60ml,2020-03-08,1554.63,73
sp142,Singapore,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 56.7g,2022-02-08,3570.18,38
sp56,United Kingdom,COSRX AHA/BHA Clarifying Treatment Toner 40ml,2022-08-10,240.15,49
sp189,China,First Aid Beauty Ultra Repair Firming Collagen Cream 30ml,2022-07-04,5941.13,321
sp89,Philippines,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 100ml,2024-06-26,4913.5,171
sp154,Poland,Kiehl's Midnight Recovery Concentrate 200ml,2024-02-06,11314.73,130
sp95,Colombia,COSRX Advanced Snail 96 Mucin Power Essence 250ml,2023-09-11,7134.46,120
sp96,India,Pixi Retinol Tonic 125ml,2024-09-30,6162.37,146
sp116,Spain,Estée Lauder Advanced Night Repair Serum 75ml,2020-08-08,26626.68,229
sp119,Germany,Olay Vitamin C + Peptide 24 Face Moisturizer 30g,2020-01-14,1481.26,34
sp66,Brazil,COSRX Balancium B5 Biome Comfort Cream 340g,2023-11-28,4780.71,81
sp187,Mexico,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 340g,2020-03-08,9483.88,348
sp80,Japan,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 340g,2021-06-09,6204.68,110
sp191,Thailand,Bioderma Cicabio Arnica+ Repairing Cream 200ml,2023-02-22,8014.46,126
sp42,Thailand,The Ordinary Glycolic Acid 7% Toning Solution 75ml,2020-06-11,11661.95,101
sp190,Thailand,CeraVe Healing Ointment 100ml,2023-05-14,2531.9,53
sp121,Argentina,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 200ml,2020-03-20,19964.3,176
sp178,Sweden,COSRX Full Fit Propolis Light Cream 15ml,2022-10-08,2769.16,121
sp169,Chile,CeraVe Moisturising Cream 60ml,2024-02-17,9180.21,101
sp192,Canada,Murad Vita-C Glycolic Brightening Serum 100ml,2022-10-13,2706.78,138
sp110,Poland,REN Clean Skincare Clean Screen Mineral SPF30 340g,2021-11-02,2175.26,104
sp58,Spain,La Roche-Posay Hyalu B5 Serum 60ml,2024-03-14,5779.27,145
sp110,Argentina,CeraVe Eye Repair Cream 150ml,2024-04-15,4468.79,144
sp195,Philippines,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 125ml,2024-11-29,7439.14,224
sp6,Brazil,First Aid Beauty KP Bump Eraser Body Scrub 75ml,2022-09-22,1981.39,20
sp60,Japan,REN Clean Skincare V-Cense Revitalising Eye Cream 30ml,2021-03-22,5615.94,112
sp128,China,Skinceuticals Triple Lipid Restore 2:4:2 50ml,2022-08-17,13475.01,182
sp86,Brazil,CeraVe Skin Renewing Night Cream 150ml,2023-11-07,24815.68,415
sp175,Chile,Murad Cellular Hydration Barrier Repair Cream 75ml,2021-11-20,10524.02,103
sp135,Thailand,Neutrogena Hydro Boost Water Gel 200ml,2021-05-13,8463.55,107
sp40,Poland,Kiehl's Midnight Recovery Concentrate 250ml,2024-09-25,18773.3,385
sp103,Japan,Pixi Skintreats Rose Caviar Eye Cream 250ml,2022-07-22,14813.6,135
sp53,Singapore,Pixi +C VIT Brightening Serum 250ml,2023-07-18,354.15,101
sp125,Italy,La Roche-Posay Lipikar Balm AP+ 200ml,2021-08-18,1249.7,23
sp133,Poland,Skinceuticals C E Ferulic Serum 30g,2023-05-24,26402.31,266
sp46,Italy,La Roche-Posay Lipikar Balm AP+ 60ml,2023-05-15,393.05,11
sp101,Argentina,COSRX Oil-Free Ultra-Moisturizing Lotion 56.7g,2020-01-15,5267.89,278
sp126,Japan,Bioderma Nodé Detox Shampoo 40ml,2024-12-07,6287.69,140
sp147,Netherlands,Clinique Turnaround Overnight Revitalizing Moisturizer 20ml,2021-10-05,6102.87,69
sp26,Spain,Pixi Skintreats Rose Caviar Eye Cream 250ml,2022-09-28,382.59,89
sp62,Poland,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 250ml,2022-12-27,13096.65,190
sp11,Colombia,Avène Cicalfate+ Restorative Protective Cream 75ml,2023-11-24,18160.13,174
sp114,Netherlands,Sunday Riley Luna Sleeping Night Oil 60ml,2021-04-06,6864.74,64
sp163,Germany,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 56.7g,2021-04-25,2639.52,49
sp57,Sweden,REN Clean Skincare Vita Mineral Active 7 Eye Gel 100ml,2024-04-03,986.56,307
sp197,France,CeraVe Moisturising Cream 100ml,2020-11-04,2970.07,103
sp83,South Korea,Murad Hydro-Dynamic Ultimate Moisture 15ml,2020-12-23,10755.92,150
sp193,Chile,Neutrogena Cellular Boost Concentrate Serum 75ml,2024-02-22,13158.65,191
sp75,India,La Roche-Posay Toleriane Hydrating Gentle Cleanser 30g,2022-03-09,2020.22,87
sp193,China,Bioderma Pigmentbio C-Concentrate Brightening Serum 340g,2023-09-20,20055.81,521
sp1,Colombia,La Roche-Posay Retinol B3 Serum 200ml,2021-04-25,1465.18,44
sp90,Singapore,Sunday Riley Saturn Sulfur Acne Treatment Mask 200ml,2021-12-05,1068.69,83
sp93,Spain,Neutrogena Norwegian Formula Face Cream 340g,2023-03-30,17793.51,424
sp179,Philippines,Tatcha The Silk Cream 50ml,2022-10-01,990.31,49
sp14,India,Estée Lauder Revitalizing Supreme+ Moisturizer 20ml,2023-09-17,28454.53,393
sp194,India,Neutrogena Cellular Boost Concentrate Serum 15ml,2021-10-02,2717.56,83
sp130,China,Neutrogena Hydro Boost Water Gel 200ml,2024-11-13,21967.46,454
sp38,United States,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 150ml,2024-06-16,12490.68,130
sp11,Canada,Pixi Overnight Glow Serum 50ml,2024-06-15,3234.83,52
sp189,Colombia,La Roche-Posay Toleriane Double Repair Moisturiser 30ml,2020-10-31,21360.61,346
sp67,Thailand,Skinceuticals Metacell Renewal B3 50ml,2022-06-27,436.29,11
sp138,Argentina,Neutrogena Hydro Boost Eye Gel-Cream 40ml,2023-06-19,4199.34,81
sp165,Singapore,Bioderma Atoderm Intensive Baume 75ml,2023-06-01,173.0,52
sp141,Netherlands,Clinique Take The Day Off Cleansing Balm 60ml,2020-05-17,5171.04,112
sp92,Poland,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 150ml,2020-10-10,1409.27,126
sp95,South Korea,Drunk Elephant Lala Retro Whipped Cream 150ml,2021-01-16,6053.9,135
sp45,Netherlands,The Ordinary Niacinamide 10% + Zinc 1% 250ml,2024-05-01,12151.79,236
sp12,Argentina,Clinique Repairwear Laser Focus Eye Cream 200ml,2021-09-05,2796.87,74
sp170,Italy,Pixi Retinol Tonic 30g,2023-03-05,1348.23,17
sp11,Spain,Tatcha The Eye Concentrate 56.7g,2023-03-31,2926.05,126
sp157,Canada,Drunk Elephant Protini Polypeptide Cream 40ml,2020-05-20,4364.53,117
sp176,United Kingdom,La Roche-Posay Lipikar Balm AP+ 50ml,2021-10-20,4357.03,75
sp166,Italy,The Ordinary Hyaluronic Acid 2% + B5 100ml,2024-03-13,10830.46,318
sp34,Indonesia,Murad Brightening Booster 30g,2021-10-22,2962.37,87
sp164,Singapore,Murad AHA/BHA Exfoliating Cleanser 60ml,2022-12-22,10219.92,275
sp87,Singapore,Tatcha The Eye Concentrate 75ml,2021-11-05,225.35,36
sp120,Spain,Murad Brightening Booster 50ml,2022-02-22,1180.2,92
sp30,United States,Drunk Elephant Protini Polypeptide Cream 100ml,2020-03-16,327.78,41
sp112,India,COSRX AHA/BHA Clarifying Treatment Toner 150ml,2022-03-29,2297.89,88
sp188,France,La Roche-Posay Toleriane Double Repair Moisturiser 100ml,2023-03-22,3134.41,28
sp116,Argentina,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 150ml,2022-07-14,2091.11,37
sp27,Chile,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 100ml,2023-11-02,848.61,16
sp118,Argentina,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 56.7g,2024-06-02,107.93,26
sp84,Thailand,Estée Lauder Advanced Night Repair Serum 60ml,2020-02-28,804.58,46
sp38,Philippines,Bioderma Pigmentbio C-Concentrate Brightening Serum 340g,2022-06-04,6746.36,67
sp128,South Korea,COSRX Full Fit Propolis Light Cream 50ml,2023-01-02,7139.92,145
sp192,Japan,Murad Rapid Resurgence Eye Lift 340g,2022-06-08,10968.38,482
sp149,Indonesia,CeraVe Skin Renewing Night Cream 30g,2022-08-26,4932.11,216
sp10,Argentina,Skinceuticals C E Ferulic Serum 150ml,2023-06-20,1130.28,51
sp15,Indonesia,Neutrogena Oil-Free Acne Wash 150ml,2022-04-07,511.23,44
sp73,Thailand,Avène Cicalfate+ Restorative Protective Cream 125ml,2022-04-11,4903.55,127
sp189,Philippines,Skinceuticals B5 Gel Hydrating Serum 200ml,2021-02-27,46177.23,456
sp106,Thailand,Drunk Elephant F-Balm Electrolyte Waterbalm 40ml,2020-03-09,5140.81,58
sp45,Brazil,Sunday Riley Luna Sleeping Night Oil 150ml,2021-05-04,4725.5,70
sp132,Argentina,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 20ml,2021-12-09,5228.41,62
sp21,Italy,Neutrogena Cellular Boost Concentrate Serum 30g,2020-12-08,4955.97,66
sp103,India,Tatcha The Indigo Overnight Repair Treatment 75ml,2023-11-03,3146.05,60
sp96,Japan,Skinceuticals C E Ferulic Serum 100ml,2023-12-06,2441.95,51
sp139,Singapore,Clinique All About Eyes Rich 60ml,2023-10-03,1463.68,128
sp72,United States,Avène Cleanance Expert Emulsion 30ml,2021-07-22,5284.71,185
sp163,Spain,Murad Retinol Youth Renewal Serum 15ml,2020-11-08,9740.49,135
sp174,Thailand,Skinceuticals Discoloration Defense Serum 125ml,2020-03-22,413.26,12
sp161,Sweden,The Ordinary AHA 30% + BHA 2% Peeling Solution 200ml,2023-02-17,5728.36,525
sp13,Chile,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 56.7g,2022-05-14,4207.95,44
sp50,India,The Ordinary Buffet Multi-Technology Peptide Serum 340g,2024-06-19,20193.12,322
sp74,Italy,Neutrogena Oil-Free Acne Wash 30g,2021-05-07,13592.17,125
sp104,South Korea,Estée Lauder Nutritious Super-Pomegranate Radiant Energy Eye Jelly 15ml,2022-08-21,10547.97,172
sp105,Canada,Sunday Riley Ice Ceramide Moisturizing Cream 125ml,2023-12-21,18147.63,193
sp72,Poland,Drunk Elephant Virgin Marula Luxury Face Oil 30ml,2020-09-07,16986.48,143
sp15,Netherlands,Paula's Choice CALM Redness Relief Moisturizer SPF 30 100ml,2024-03-16,3528.67,68
sp189,Argentina,The Ordinary Hyaluronic Acid 2% + B5 60ml,2023-08-15,27085.28,404
sp5,Chile,Pixi Overnight Glow Serum 60ml,2022-06-17,2913.86,240
sp135,Chile,The Ordinary AHA 30% + BHA 2% Peeling Solution 50ml,2020-06-19,2588.0,63
sp8,Brazil,CeraVe Hydrating Cleanser 56.7g,2024-08-19,4279.66,45
sp95,Poland,Bioderma Nodé Detox Shampoo 50ml,2022-04-08,1372.12,23
sp185,United Kingdom,Estée Lauder Micro Essence Skin Activating Treatment Lotion 20ml,2021-01-22,4465.45,101
sp21,Mexico,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 40ml,2024-11-21,8167.73,128
sp82,Indonesia,Sunday Riley UFO Ultra-Clarifying Face Oil 20ml,2020-02-19,2241.97,363
sp18,Italy,Clinique All About Eyes Rich 20ml,2023-06-28,1036.2,113
sp200,Germany,CeraVe PM Facial Moisturising Lotion 340g,2022-12-06,7607.19,81
sp66,Canada,Murad Rapid Resurgence Eye Lift 50ml,2023-12-24,270.23,12
sp105,Germany,COSRX Oil-Free Ultra-Moisturizing Lotion 100ml,2023-11-06,13653.59,148
sp78,Philippines,COSRX AC Collection Lightweight Soothing Moisturizer 30ml,2023-08-10,1094.4,21
sp131,United States,CeraVe Eye Repair Cream 40ml,2024-10-30,1500.82,48
sp41,France,Avène Cleanance Expert Emulsion 15ml,2020-04-28,2884.24,57
sp116,Chile,COSRX Ultimate Moisturizing Honey Overnight Mask 50ml,2021-09-26,7371.88,77
sp15,Mexico,Sunday Riley Ice Ceramide Moisturizing Cream 20ml,2023-02-11,5464.09,103
sp168,China,Neutrogena Cellular Boost Concentrate Serum 75ml,2024-11-26,35399.05,480
sp84,Thailand,Tatcha The Rice Polish Foaming Enzyme Powder 20ml,2021-03-16,7126.84,155
sp124,Sweden,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 100ml,2020-10-08,623.76,17
sp73,Brazil,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 30ml,2024-12-02,16654.01,184
sp160,Spain,REN Clean Skincare Evercalm Global Protection Day Cream 30g,2023-08-19,3591.49,72
sp54,China,Neutrogena Oil-Free Acne Wash 30g,2021-03-07,12832.17,122
sp104,France,La Roche-Posay Anthelios Invisible Fluid SPF50+ 250ml,2023-10-06,252.78,19
sp193,Poland,Pixi Glow Tonic 30ml,2024-04-05,8664.25,313
sp73,India,Drunk Elephant Lala Retro Whipped Cream 75ml,2020-05-03,29269.15,324
sp146,Chile,Neutrogena Oil-Free Acne Wash 50ml,2021-06-30,7897.25,88
sp144,Canada,Skinceuticals Discoloration Defense Serum 50ml,2024-09-13,33011.14,292
sp148,Italy,COSRX Oil-Free Ultra-Moisturizing Lotion 200ml,2022-11-11,6439.98,179
sp108,United Kingdom,Skinceuticals C E Ferulic Serum 30g,2022-09-19,288.31,10
sp94,Canada,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 50ml,2023-09-13,2776.62,105
sp146,Japan,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 125ml,2022-12-31,14585.66,144
sp106,Japan,La Roche-Posay Anthelios Invisible Fluid SPF50+ 56.7g,2022-01-18,8749.16,150
sp62,Italy,COSRX Oil-Free Ultra-Moisturizing Lotion 56.7g,2023-03-22,1384.98,16
sp87,Chile,Skinceuticals Physical Fusion UV Defense SPF 50 200ml,2022-02-09,12165.79,122
sp123,Poland,First Aid Beauty Ultra Repair Cream 20ml,2023-08-22,7362.17,79
sp114,India,Pixi Vitamin-C Juice Cleanser 150ml,2024-05-26,59.46,12
sp200,Brazil,La Roche-Posay Hyalu B5 Serum 340g,2020-07-18,3764.85,68
sp141,Philippines,COSRX AHA/BHA Clarifying Treatment Toner 30ml,2022-06-09,24937.16,241
sp164,Canada,La Roche-Posay Hyalu B5 Serum 200ml,2023-01-12,4785.04,147
sp122,Mexico,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 40ml,2022-02-19,850.06,65
sp31,Germany,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 30g,2022-08-28,1482.03,124
sp19,Canada,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 15ml,2020-05-28,19276.0,199
sp143,Argentina,The Ordinary Niacinamide 10% + Zinc 1% 40ml,2020-11-12,4812.01,276
sp89,Spain,Clinique Repairwear Laser Focus Eye Cream 20ml,2022-01-04,3955.28,308
sp178,Mexico,La Roche-Posay Hyalu B5 Serum 60ml,2024-04-16,3072.51,82
sp1,South Korea,First Aid Beauty KP Bump Eraser Body Scrub 30g,2022-07-11,27154.91,338
sp194,Colombia,Olay Retinol24 Night Moisturizer 100ml,2023-03-17,2994.04,85
sp150,United States,Kiehl's Ultra Facial Cream 20ml,2024-01-24,2823.9,30
sp54,Colombia,REN Clean Skincare V-Cense Revitalising Eye Cream 125ml,2020-05-31,1382.01,57
sp114,Chile,Olay Regenerist Micro-Sculpting Cream 125ml,2021-09-26,5709.89,343
sp150,Italy,Sunday Riley UFO Ultra-Clarifying Face Oil 30g,2021-11-14,11883.06,321
sp93,Chile,La Roche-Posay Toleriane Double Repair Moisturiser 30g,2023-07-17,8088.97,75
sp119,Philippines,COSRX Balancium B5 Biome Comfort Cream 20ml,2023-10-23,5429.98,51
sp70,Thailand,Tatcha The Clarifying Clay Mask 250ml,2020-02-12,7290.19,80
sp147,Brazil,Drunk Elephant Lala Retro Whipped Cream 40ml,2023-12-30,3312.26,56
sp128,Mexico,Murad Rapid Resurgence Eye Lift 40ml,2022-01-13,12370.76,177
sp44,Argentina,Estée Lauder Micro Essence Skin Activating Treatment Lotion 30g,2024-07-19,5404.65,47
sp26,France,Skinceuticals Triple Lipid Restore 2:4:2 30g,2023-07-21,35277.47,355
sp181,France,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 250ml,2023-12-17,3763.13,104
sp78,India,Bioderma Sebium Pore Refiner 200ml,2024-07-23,2546.0,421
sp29,Sweden,Sunday Riley UFO Ultra-Clarifying Face Oil 30g,2023-02-22,7628.72,68
